"chromosomeI"	"fragmentI"	"chromosomeJ"	"fragmentJ"	"pvalue"
"chr18"	750000	"chr18"	800000	0.279477138133925
"chr18"	750000	"chr18"	850000	0.977168809687143
"chr18"	750000	"chr18"	900000	0.936794765477909
"chr18"	750000	"chr18"	950000	0.915833377249435
"chr18"	750000	"chr18"	1000000	0.98905067531972
"chr18"	750000	"chr18"	1050000	0.950114756783374
"chr18"	750000	"chr18"	1100000	0.882920942113645
"chr18"	750000	"chr18"	1150000	0.621695248832997
"chr18"	750000	"chr18"	1200000	0.994219869552694
"chr18"	750000	"chr18"	1250000	0.851087941610798
"chr18"	750000	"chr18"	1300000	0.965522520116258
"chr18"	750000	"chr18"	1350000	0.96902675216677
"chr18"	750000	"chr18"	1400000	0.880572123093442
"chr18"	750000	"chr18"	1450000	0.767183271224667
"chr18"	750000	"chr18"	1500000	0.903945046518934
"chr18"	750000	"chr18"	1550000	0.488532058404119
"chr18"	750000	"chr18"	1600000	1
"chr18"	750000	"chr18"	1650000	0.858633567273701
"chr18"	750000	"chr18"	1700000	0.825341868865404
"chr18"	750000	"chr18"	1750000	0.415680500148297
"chr18"	800000	"chr18"	850000	0.62222250675574
"chr18"	800000	"chr18"	900000	0.875334788277555
"chr18"	800000	"chr18"	950000	0.915746667424299
"chr18"	800000	"chr18"	1000000	0.886033376836828
"chr18"	800000	"chr18"	1050000	0.799821918912998
"chr18"	800000	"chr18"	1100000	0.974583133945073
"chr18"	800000	"chr18"	1150000	0.730888694758252
"chr18"	800000	"chr18"	1200000	0.7954755925886
"chr18"	800000	"chr18"	1250000	0.834218959189239
"chr18"	800000	"chr18"	1300000	0.704147443446936
"chr18"	800000	"chr18"	1350000	0.416966780678285
"chr18"	800000	"chr18"	1400000	0.843126600380703
"chr18"	800000	"chr18"	1450000	0.517652347627761
"chr18"	800000	"chr18"	1500000	0.928733716543239
"chr18"	800000	"chr18"	1550000	0.226072572828613
"chr18"	800000	"chr18"	1600000	0.982454094604257
"chr18"	800000	"chr18"	1650000	0.897693341571462
"chr18"	800000	"chr18"	1700000	0.477413452247225
"chr18"	800000	"chr18"	1750000	0.411894348960739
"chr18"	800000	"chr18"	1800000	0.848871505334503
"chr18"	850000	"chr18"	900000	0.520477789867596
"chr18"	850000	"chr18"	950000	0.868215808820336
"chr18"	850000	"chr18"	1000000	0.936879897547532
"chr18"	850000	"chr18"	1050000	0.722227742087251
"chr18"	850000	"chr18"	1100000	0.734721269353703
"chr18"	850000	"chr18"	1150000	0.342702989975107
"chr18"	850000	"chr18"	1200000	0.487468876984569
"chr18"	850000	"chr18"	1250000	0.326561239251455
"chr18"	850000	"chr18"	1300000	0.229686403871918
"chr18"	850000	"chr18"	1350000	0.705881953988424
"chr18"	850000	"chr18"	1400000	0.54541561032832
"chr18"	850000	"chr18"	1450000	0.62769921485676
"chr18"	850000	"chr18"	1500000	0.604479958142683
"chr18"	850000	"chr18"	1550000	0.24017174293871
"chr18"	850000	"chr18"	1600000	0.439071219173213
"chr18"	850000	"chr18"	1650000	0.430920315917013
"chr18"	850000	"chr18"	1700000	0.446473086636427
"chr18"	850000	"chr18"	1750000	0.168157887642994
"chr18"	850000	"chr18"	1800000	0.408254422033759
"chr18"	850000	"chr18"	1850000	0.273471330707411
"chr18"	900000	"chr18"	950000	0.814880465068838
"chr18"	900000	"chr18"	1000000	0.974275978391955
"chr18"	900000	"chr18"	1050000	0.878259582370344
"chr18"	900000	"chr18"	1100000	0.645106285027058
"chr18"	900000	"chr18"	1150000	0.821771412338203
"chr18"	900000	"chr18"	1200000	0.518469954928427
"chr18"	900000	"chr18"	1250000	0.329167912068417
"chr18"	900000	"chr18"	1300000	0.757193777327458
"chr18"	900000	"chr18"	1350000	0.530475575638465
"chr18"	900000	"chr18"	1400000	0.369131330661093
"chr18"	900000	"chr18"	1450000	0.404497695911458
"chr18"	900000	"chr18"	1500000	0.381588883484877
"chr18"	900000	"chr18"	1550000	0.407836668374559
"chr18"	900000	"chr18"	1600000	0.310328604401137
"chr18"	900000	"chr18"	1650000	0.208981184050154
"chr18"	900000	"chr18"	1700000	0.556483773439809
"chr18"	900000	"chr18"	1750000	0.383017478620424
"chr18"	900000	"chr18"	1800000	0.19702683209742
"chr18"	900000	"chr18"	1850000	0.0563241251645251
"chr18"	900000	"chr18"	1900000	0.144274993749044
"chr18"	950000	"chr18"	1000000	0.941725792063598
"chr18"	950000	"chr18"	1050000	0.959005413088155
"chr18"	950000	"chr18"	1100000	0.96292239352635
"chr18"	950000	"chr18"	1150000	0.689980336818952
"chr18"	950000	"chr18"	1200000	0.926534882999699
"chr18"	950000	"chr18"	1250000	0.652715384431529
"chr18"	950000	"chr18"	1300000	0.787905688679349
"chr18"	950000	"chr18"	1350000	0.954078903058338
"chr18"	950000	"chr18"	1400000	0.791238115388793
"chr18"	950000	"chr18"	1450000	0.695210565038789
"chr18"	950000	"chr18"	1500000	0.58026815008121
"chr18"	950000	"chr18"	1550000	0.712224444852642
"chr18"	950000	"chr18"	1600000	0.923086162494502
"chr18"	950000	"chr18"	1650000	0.332319030075244
"chr18"	950000	"chr18"	1700000	0.586294498053336
"chr18"	950000	"chr18"	1750000	0.208848378664199
"chr18"	950000	"chr18"	1800000	0.755932761301059
"chr18"	950000	"chr18"	1850000	0.234817705415076
"chr18"	950000	"chr18"	1900000	0.122680243311193
"chr18"	950000	"chr18"	1950000	0.122852834704359
"chr18"	1000000	"chr18"	1050000	0.800805103290745
"chr18"	1000000	"chr18"	1100000	0.957322169468492
"chr18"	1000000	"chr18"	1150000	0.915723037546111
"chr18"	1000000	"chr18"	1200000	0.861097209893107
"chr18"	1000000	"chr18"	1250000	0.807018915261974
"chr18"	1000000	"chr18"	1300000	0.868473572040013
"chr18"	1000000	"chr18"	1350000	0.474525945738287
"chr18"	1000000	"chr18"	1400000	0.51423812275586
"chr18"	1000000	"chr18"	1450000	0.532675562616363
"chr18"	1000000	"chr18"	1500000	0.535479506314689
"chr18"	1000000	"chr18"	1550000	0.451062278785395
"chr18"	1000000	"chr18"	1600000	0.516213808505003
"chr18"	1000000	"chr18"	1650000	0.77773826657709
"chr18"	1000000	"chr18"	1700000	0.851646223690326
"chr18"	1000000	"chr18"	1750000	0.956215717249506
"chr18"	1000000	"chr18"	1800000	0.522200068456827
"chr18"	1000000	"chr18"	1850000	0.178776325464138
"chr18"	1000000	"chr18"	1900000	0.858141070259393
"chr18"	1000000	"chr18"	1950000	0.217060465183612
"chr18"	1000000	"chr18"	2000000	0.237148511054055
"chr18"	1050000	"chr18"	1100000	0.797975090535549
"chr18"	1050000	"chr18"	1150000	0.732111617455559
"chr18"	1050000	"chr18"	1200000	0.68533692810405
"chr18"	1050000	"chr18"	1250000	0.815218741111984
"chr18"	1050000	"chr18"	1300000	0.688968145060751
"chr18"	1050000	"chr18"	1350000	0.48670583776488
"chr18"	1050000	"chr18"	1400000	0.411846231216752
"chr18"	1050000	"chr18"	1450000	0.419372321817912
"chr18"	1050000	"chr18"	1500000	0.227706585766979
"chr18"	1050000	"chr18"	1550000	0.090636427337959
"chr18"	1050000	"chr18"	1600000	0.349345831351871
"chr18"	1050000	"chr18"	1650000	0.0588484101429916
"chr18"	1050000	"chr18"	1700000	0.323278985840333
"chr18"	1050000	"chr18"	1750000	0.0474270212137343
"chr18"	1050000	"chr18"	1800000	0.266232071476088
"chr18"	1050000	"chr18"	1850000	0.22835627285449
"chr18"	1050000	"chr18"	1900000	0.627992094214952
"chr18"	1050000	"chr18"	1950000	0.0782599515858607
"chr18"	1050000	"chr18"	2000000	0.120679483110382
"chr18"	1050000	"chr18"	2050000	0.0327042517587492
"chr18"	1100000	"chr18"	1150000	0.83415395461794
"chr18"	1100000	"chr18"	1200000	0.982212159204993
"chr18"	1100000	"chr18"	1250000	0.824946212182393
"chr18"	1100000	"chr18"	1300000	0.771441207777794
"chr18"	1100000	"chr18"	1350000	0.973562587248322
"chr18"	1100000	"chr18"	1400000	0.427737594045965
"chr18"	1100000	"chr18"	1450000	0.759391251204062
"chr18"	1100000	"chr18"	1500000	0.597873476548884
"chr18"	1100000	"chr18"	1550000	0.424758188823769
"chr18"	1100000	"chr18"	1600000	0.776361995161123
"chr18"	1100000	"chr18"	1650000	0.354288533948407
"chr18"	1100000	"chr18"	1700000	0.824275971670275
"chr18"	1100000	"chr18"	1750000	0.751955936901784
"chr18"	1100000	"chr18"	1800000	0.919433688794478
"chr18"	1100000	"chr18"	1850000	0.225689693298524
"chr18"	1100000	"chr18"	1900000	0.307422921031034
"chr18"	1100000	"chr18"	1950000	0.428391269874914
"chr18"	1100000	"chr18"	2000000	0.413410260193662
"chr18"	1100000	"chr18"	2050000	0.157883597315211
"chr18"	1100000	"chr18"	2100000	0.243097626296218
"chr18"	1150000	"chr18"	1200000	0.808229202076238
"chr18"	1150000	"chr18"	1250000	0.811898676869719
"chr18"	1150000	"chr18"	1300000	0.857361092655341
"chr18"	1150000	"chr18"	1350000	0.700591809132064
"chr18"	1150000	"chr18"	1400000	0.403029469861714
"chr18"	1150000	"chr18"	1450000	0.601371454225064
"chr18"	1150000	"chr18"	1500000	0.890823074559178
"chr18"	1150000	"chr18"	1550000	0.692771272355971
"chr18"	1150000	"chr18"	1600000	0.258087499075636
"chr18"	1150000	"chr18"	1650000	0.102095700203247
"chr18"	1150000	"chr18"	1700000	0.84007280010731
"chr18"	1150000	"chr18"	1750000	0.462920198717446
"chr18"	1150000	"chr18"	1800000	0.63867976893596
"chr18"	1150000	"chr18"	1850000	0.217116006489555
"chr18"	1150000	"chr18"	1900000	0.350093214082331
"chr18"	1150000	"chr18"	1950000	0.0679237154142447
"chr18"	1150000	"chr18"	2000000	0.0683524550774856
"chr18"	1150000	"chr18"	2050000	0.155963079745691
"chr18"	1150000	"chr18"	2100000	0.135118467353722
"chr18"	1150000	"chr18"	2150000	0.532944360256827
"chr18"	1200000	"chr18"	1250000	0.86736869128003
"chr18"	1200000	"chr18"	1300000	0.780923647236121
"chr18"	1200000	"chr18"	1350000	0.841169539235022
"chr18"	1200000	"chr18"	1400000	0.786212038121648
"chr18"	1200000	"chr18"	1450000	0.618927593577316
"chr18"	1200000	"chr18"	1500000	0.454164063003592
"chr18"	1200000	"chr18"	1550000	0.50453861541417
"chr18"	1200000	"chr18"	1600000	0.353741854826786
"chr18"	1200000	"chr18"	1650000	0.113404821153519
"chr18"	1200000	"chr18"	1700000	0.686167987800656
"chr18"	1200000	"chr18"	1750000	0.238981806164539
"chr18"	1200000	"chr18"	1800000	0.11884388732478
"chr18"	1200000	"chr18"	1850000	0.165153563396056
"chr18"	1200000	"chr18"	1900000	0.367426128132887
"chr18"	1200000	"chr18"	1950000	0.156091889027433
"chr18"	1200000	"chr18"	2000000	0.520315115218828
"chr18"	1200000	"chr18"	2050000	0.105428211970165
"chr18"	1200000	"chr18"	2100000	0.229963204056732
"chr18"	1200000	"chr18"	2150000	0.953708859800684
"chr18"	1200000	"chr18"	2200000	0.616480088380581
"chr18"	1250000	"chr18"	1300000	0.953217101345674
"chr18"	1250000	"chr18"	1350000	0.596815650104079
"chr18"	1250000	"chr18"	1400000	0.689463710861025
"chr18"	1250000	"chr18"	1450000	0.810433705965411
"chr18"	1250000	"chr18"	1500000	0.890543560821073
"chr18"	1250000	"chr18"	1550000	0.554476899866003
"chr18"	1250000	"chr18"	1600000	0.530858502174057
"chr18"	1250000	"chr18"	1650000	0.436014013444925
"chr18"	1250000	"chr18"	1700000	0.301326584548301
"chr18"	1250000	"chr18"	1750000	0.411215028475727
"chr18"	1250000	"chr18"	1800000	0.686941910208762
"chr18"	1250000	"chr18"	1850000	0.493711194014332
"chr18"	1250000	"chr18"	1900000	0.230662827081809
"chr18"	1250000	"chr18"	1950000	0.293518737619526
"chr18"	1250000	"chr18"	2000000	0.900079507474382
"chr18"	1250000	"chr18"	2050000	0.559338455511498
"chr18"	1250000	"chr18"	2100000	0.196089794278053
"chr18"	1250000	"chr18"	2150000	0.430403245750134
"chr18"	1250000	"chr18"	2200000	0.117371091446799
"chr18"	1250000	"chr18"	2250000	0.337217648186412
"chr18"	1300000	"chr18"	1350000	0.970976762743942
"chr18"	1300000	"chr18"	1400000	0.856986677173383
"chr18"	1300000	"chr18"	1450000	0.906498748621768
"chr18"	1300000	"chr18"	1500000	0.908046879326418
